        4.00233332e-01, -1.26544471e+00
        8.03230370e-01,  1.28260167e+00
       -1.39507552e+00,  5.57292921e-02
       -3.41192677e-01, -1.07661994e+00
        1.54781747e+00,  1.40250049e+00
        2.45032018e-01, -4.83442328e-01
        1.20706886e+00,  8.88752605e-01
        1.25132628e+00,  1.15555395e+00
        1.81004415e+00,  9.65530731e-01
       -1.66963401e+00, -3.08103509e-01
       -7.17482105e-02, -9.37939700e-01
        6.82631927e-01,  1.10258160e+00
        1.09039598e+00,  1.43899529e+00
       -1.67645414e+00, -5.04557049e-01
       -1.84447804e+00,  4.52539544e-02
        1.24234851e+00,  1.02088661e+00
       -1.86147041e+00,  6.38645811e-03
       -1.46044943e+00,  1.53252383e-01
        4.98981817e-01,  8.98006058e-01
        9.83962244e-01,  1.04369375e+00
       -1.83136742e+00, -1.63632835e-01
        1.30622617e+00,  1.07658717e+00
        3.53420328e-01, -7.51320218e-01
        1.13957970e+00,  1.54503860e+00
        2.93995694e-01, -1.26135005e+00
       -1.14558225e+00, -3.78709636e-02
        1.18716105e+00,  6.00240663e-01
       -2.23211946e+00,  2.30475094e-01
       -1.28320430e+00, -3.93314568e-01
        4.94296696e-01, -8.83972009e-01
        6.31834930e-02, -9.11952228e-01
        9.35759539e-01,  8.66820685e-01
        1.58014721e+00,  1.03788392e+00
        1.06304960e+00,  1.02706082e+00
       -1.39732536e+00, -5.05162249e-01
       -1.09935240e-01, -9.08113619e-01
        1.17346758e+00,  9.47501092e-01
        9.20084511e-01,  1.45767672e+00
        5.82658956e-01, -9.00086832e-01
        9.52772328e-01,  8.99042386e-01
       -1.37266956e+00, -3.17878215e-02
        2.12706760e-02, -7.07614194e-01
        3.27049052e-01, -5.55998107e-01
       -1.71590267e+00,  2.15222266e-01
        5.12516209e-01, -7.60128245e-01
        1.13023469e+00,  7.22451122e-01
       -1.43074310e+00, -3.42787511e-01
       -1.82724625e+00,  1.17657775e-01
        1.41801350e+00,  1.11455080e+00
        1.26897304e+00,  1.41925971e+00
        8.04076494e-01,  1.63988557e+00
        8.34567752e-01,  1.09956689e+00
       -1.24714732e+00, -2.23522320e-01
       -1.29422537e+00,  8.18770024e-02
       -2.27378316e-01, -4.13331387e-01
        2.18830387e-01, -4.68183120e-01
       -1.22593414e+00,  2.55599147e-01
       -1.31294033e+00, -4.28892070e-01
       -1.33532382e+00,  6.52053776e-01
       -3.01100233e-01, -1.25156451e+00
        2.02778356e-01, -9.05277445e-01
        1.01357784e+00,  1.12378981e+00
        8.18324394e-01,  8.60841257e-01
        1.26181556e+00,  1.46613744e+00
        4.64867724e-01, -7.97212459e-01
        3.60908898e-01,  8.44106720e-01
       -2.15098310e+00, -3.69583937e-01
        1.05005281e+00,  8.74181364e-01
        1.06580074e-01, -7.49268153e-01
       -1.73945723e+00,  2.52183577e-01
       -1.12017687e-01, -6.52469788e-01
        5.16618951e-01, -6.41267582e-01
        3.26621787e-01, -8.80608015e-01
        1.09017759e+00,  1.10952558e+00
        3.64459576e-01, -6.94215622e-01
       -1.90779318e+00,  1.87383674e-01
       -1.95601829e+00,  1.39959126e-01
        3.18541701e-01, -4.05271704e-01
        7.36512699e-01,  1.76416255e+00
       -1.44175162e+00, -5.72320429e-02
        3.21757168e-01, -5.34283821e-01
       -1.37317305e+00,  4.64484644e-02
        6.87225910e-02, -1.10522944e+00
        9.59314218e-01,  6.52316210e-01
       -1.62641919e+00, -5.62423280e-01
        1.06788305e+00,  7.29260482e-01
       -1.79643547e+00, -9.88307418e-01
       -9.88628377e-02, -6.81198092e-02
       -1.05135700e-01,  1.17022143e+00
        8.79964699e-01,  1.25340317e+00
        9.80753407e-01,  1.15486539e+00
       -8.33224966e-02, -9.24844368e-01
        8.48759673e-01,  1.09397425e+00
        1.32941649e+00,  1.13734563e+00
        3.23788068e-01, -7.49732451e-01
       -1.52610970e+00, -2.49016929e-01
       -1.48598116e+00, -2.68828608e-01
       -1.80479553e+00,  1.87052700e-01
       -2.01907347e+00, -4.49511651e-01
        2.87202402e-01, -6.55487415e-01
        8.22295102e-01,  1.38443234e+00
       -3.56997036e-02, -8.01825807e-01
       -1.66955440e+00, -1.38258505e-01
       -1.78226821e+00,  2.93353033e-01
        7.25837138e-01, -6.23374024e-01
        3.88432593e-01, -7.61283497e-01
        1.49002783e+00,  7.95678671e-01
        6.55423228e-04, -7.40580702e-01
       -1.34533116e+00, -4.75629937e-01
       -8.03845106e-01, -3.09943013e-01
       -2.49041295e-01, -1.00662418e+00
       -1.41095118e+00, -7.06744127e-02
       -1.75119594e+00, -3.00491336e-01
       -1.27942724e+00,  1.73774600e-01
        3.35028183e-01,  6.24761151e-01
        1.16819649e+00,  1.18902251e+00
        7.15210457e-01,  9.26077419e-01
        1.30057278e+00,  9.16349565e-01
       -1.21697008e+00,  1.10039477e-01
       -1.70707935e+00, -5.99659536e-02
        1.20730655e+00,  1.05480463e+00
        1.86896009e-01, -9.58047234e-01
        8.03463471e-01,  3.86133140e-01
       -1.73486790e+00, -1.49831913e-01
        1.31261499e+00,  1.11802982e+00
        4.04993148e-01, -5.10900347e-01
       -1.93267968e+00,  2.20764694e-01
        6.56004799e-01,  9.61887161e-01
       -1.40588215e+00,  1.17134403e-01
       -1.74306264e+00, -7.47473959e-02
        5.43745412e-01,  1.47209224e+00
       -1.97331669e+00, -2.27124493e-01
        1.53901171e+00,  1.36049081e+00
       -1.48323452e+00, -4.90302063e-01
        3.86748484e-01, -1.26173400e+00
        1.17015716e+00,  1.18549415e+00
       -8.05381721e-02, -3.21923627e-01
       -6.82273156e-02, -8.52825887e-01
        7.13500028e-01,  1.27868520e+00
       -1.85014378e+00, -5.03490558e-01
        6.36085266e-02, -1.41257040e+00
        1.52966062e+00,  9.66056572e-01
        1.62165714e-01, -1.37374843e+00
       -3.23474497e-01, -7.06620269e-01
       -1.51768993e+00,  1.87658302e-01
        8.88895911e-01,  7.62237161e-01
        4.83164032e-01,  8.81931869e-01
       -5.52997766e-02, -7.11305016e-01
       -1.57966441e+00, -6.29220313e-01
        5.51308645e-02, -8.47206763e-01
       -2.06001582e+00,  5.87697787e-02
        1.11810855e+00,  1.30254175e+00
        4.87016164e-01, -9.90143937e-01
       -1.65518042e+00, -1.69386383e-01
       -1.44349738e+00,  1.90299243e-01
       -1.70074547e-01, -8.26736022e-01
       -1.82433979e+00, -3.07814626e-01
        1.03093485e+00,  1.26457691e+00
        1.64431169e+00,  1.27773115e+00
       -1.47617693e+00,  2.60783872e-02
        1.00953067e+00,  1.14270181e+00
       -1.45285636e+00, -2.55216207e-01
       -1.74092917e+00, -8.34443177e-02
        1.22038299e+00,  1.28699961e+00
        9.16925397e-01,  7.32070275e-01
       -1.60754185e-03, -7.26375571e-01
        8.93841238e-01,  8.41146643e-01
        6.33791961e-01,  1.00915134e+00
       -1.47927075e+00, -6.99781936e-01
        5.44799374e-02, -1.06441970e+00
       -1.51935568e+00, -4.89276929e-01
        2.89939026e-01, -7.73145523e-01
       -9.68154061e-03, -1.13302207e+00
        1.13474639e+00,  9.71541744e-01
        5.36421406e-01, -8.47906388e-01
        1.14759864e+00,  6.89915205e-01
        5.73291902e-01,  7.90802710e-01
        2.12377397e-01, -6.07569808e-01
        5.26579548e-01, -8.15930264e-01
       -2.01831641e+00,  6.78650740e-02
       -2.35512624e-01, -1.08205132e+00
        1.59274780e-01, -6.00717261e-01
        2.28120356e-01, -1.16003549e+00
       -1.53658378e+00,  8.40798808e-02
        1.13954609e+00,  6.31782001e-01
        1.01119255e+00,  1.04360805e+00
       -1.42039867e-01, -4.81230337e-01
       -2.23120182e+00,  8.49162905e-02
        1.25554811e-01, -1.01794793e+00
       -1.72493509e+00, -6.94426177e-01
       -1.60434630e+00,  4.45550868e-01
        7.37153979e-01,  9.26560744e-01
        6.72905271e-01,  1.13366030e+00
        1.20066456e+00,  7.26273093e-01
        7.58747209e-02, -9.83378326e-01
        1.28783262e+00,  1.18088601e+00
        1.06521930e+00,  1.00714746e+00
        1.05871698e+00,  1.12956519e+00
       -1.12643410e+00,  1.66787744e-01
       -1.10157218e+00, -3.64137806e-01
        2.35118217e-01, -1.39769949e-01
        1.13853795e+00,  1.01018519e+00
        5.31205654e-01, -8.81990792e-01
        4.33085936e-01, -7.64059042e-01
       -4.48926156e-03, -1.30548411e+00
       -1.76348589e+00, -4.97430739e-01
        1.36485681e+00,  5.83404699e-01
        5.66923900e-01,  1.51391963e+00
        1.35736826e+00,  6.70915318e-01
        1.07173397e+00,  6.11990884e-01
        1.00106915e+00,  8.93815326e-01
        1.33091007e+00,  8.79773879e-01
       -1.79603740e+00, -3.53883973e-02
       -1.27222979e+00,  4.00156642e-01
        8.47480603e-01,  1.17032364e+00
       -1.50989129e+00, -7.12318330e-01
       -1.24953576e+00, -5.57859730e-01
